n_threads;time(s);mPow_size
32;0.001199;6
64;0.001275;6
64;0.001244;6
32;0.000953;6
64;0.001158;6
64;0.001095;6
32;0.000921;6
64;0.001113;6
64;0.00118;6
64;0.001156;6
32;0.001077;6
64;0.001059;6
64;0.00182;6
64;0.001766;6
64;0.002088;6
64;0.001921;6
96;0.001984;6
64;0.001428;6
96;0.001866;6
64;0.001931;6
64;0.001882;6
64;0.001753;6
96;0.002633;6
96;0.001957;6
96;0.002171;6
64;0.001814;6
64;0.002283;6
96;0.002023;6
96;0.002255;6
96;0.002302;6
64;0.002275;6
64;0.002087;6
96;0.001945;6
96;0.002369;6
96;0.00247;6
64;0.00159;6
96;0.002466;6
64;0.001352;6
96;0.002568;6
96;0.002377;6
96;0.002218;6
96;0.002529;6
96;0.001928;6
96;0.001911;6
96;0.001993;6
96;0.001796;6
1;0.000225;7
96;0.001751;6
1;0.000184;7
1;8.19999e-05;7
1;7.50001e-05;7
1;7.30001e-05;7
96;0.001515;6
96;0.001485;6
1;7.70001e-05;7
1;7.39999e-05;7
1;8.20002e-05;7
1;8.09999e-05;7
1;7.29999e-05;7
1;7.59999e-05;7
1;0.000106;7
96;0.002264;6
1;7.69999e-05;7
1;8.9e-05;7
1;7.40001e-05;7
96;0.002287;6
96;0.002571;6
2;0.001459;7
2;0.000445;7
96;0.001088;6
2;0.00045;7
2;0.000397;7
96;0.000848;6
2;0.000287;7
2;0.000275;7
1;0.000184;7
2;0.000383;7
1;0.000124;7
2;0.000401;7
2;0.000393;7
96;0.000763;6
1;7.90001e-05;7
96;0.000723;6
1;7.50001e-05;7
2;0.0005;7
2;0.000207;7
1;7.30001e-05;7
2;7.30001e-05;7
2;0.00036;7
2;0.000504;7
2;0.000519;7
4;0.000134;7
4;7.89999e-05;7
2;0.000218;7
4;0.000135;7
4;0.000159;7
4;9.3e-05;7
2;0.000138;7
4;0.000217;7
4;0.000104;7
2;0.000121;7
4;0.00013;7
4;0.000107;7
4;0.000215;7
2;0.000159;7
4;0.000172;7
4;0.000139;7
8;0.000159;7
2;0.000134;7
4;0.000186;7
8;0.000126;7
1;7.40001e-05;7
4;0.000121;7
1;7.39999e-05;7
4;0.000287;7
1;7.40001e-05;7
8;0.000198;7
8;0.000118;7
4;0.000293;7
1;7.40001e-05;7
1;7.29999e-05;7
4;0.000158;7
1;7.69999e-05;7
8;0.000121;7
8;0.000198;7
1;7.69999e-05;7
8;0.000151;7
4;0.000169;7
1;0.000183;7
1;7.60001e-05;7
8;0.000223;7
8;0.000181;7
4;0.000372;7
1;0.000214;7
8;0.00065;7
8;0.000844;7
4;0.000636;7
8;0.000497;7
16;0.000336;7
8;0.000234;7
2;0.000451;7
8;0.000181;7
2;0.00028;7
16;0.00027;7
2;0.00018;7
8;0.000273;7
8;0.000215;7
16;0.000237;7
16;0.000273;7
2;0.000242;7
2;0.000223;7
2;0.000175;7
16;0.000191;7
8;0.000159;7
16;0.000334;7
2;0.000149;7
2;0.00018;7
8;0.000241;7
16;0.000289;7
16;0.000289;7
16;0.000279;7
2;0.000157;7
16;0.000137;7
8;0.000145;7
2;0.000159;7
16;0.000344;7
8;0.000285;7
16;0.000406;7
4;0.0004;7
4;0.000257;7
32;0.000444;7
16;0.000325;7
4;0.000273;7
16;0.000343;7
4;0.000322;7
32;0.000444;7
32;0.00039;7
4;0.000253;7
16;0.000366;7
16;0.00023;7
4;0.00037;7
32;0.000325;7
4;0.000256;7
16;0.00041;7
16;0.000316;7
32;0.000514;7
4;0.000241;7
4;0.000304;7
32;0.000363;7
4;0.0003;7
16;0.000371;7
32;0.000405;7
32;0.000509;7
8;0.000308;7
32;0.000496;7
16;0.00026;7
8;7.29999e-05;7
8;0.000507;7
32;0.000638;7
32;0.000617;7
8;0.000425;7
32;0.00067;7
32;9.99998e-05;7
8;0.000446;7
8;0.000636;7
32;0.000726;7
32;0.00064;7
8;0.000618;7
32;0.000741;7
8;0.000896;7
32;0.000862;7
8;0.00069;7
64;0.000954;7
64;0.000931;7
32;0.000591;7
8;0.000574;7
32;0.000719;7
64;0.000897;7
64;0.001018;7
32;0.00098;7
16;0.00099;7
16;0.000769;7
64;0.001221;7
16;0.0007;7
64;0.001271;7
16;0.000856;7
64;0.001348;7
16;0.000683;7
64;0.00122;7
16;0.00077;7
64;0.001362;7
64;0.001226;7
16;0.000704;7
64;0.000914;7
64;0.001351;7
16;0.000921;7
16;0.000984;7
64;0.001184;7
16;0.000631;7
64;0.00133;7
64;0.001096;7
64;0.001363;7
64;0.001685;7
32;0.00076;7
96;0.001643;7
32;0.001542;7
64;0.000892;7
64;0.00168;7
32;0.001133;7
96;0.00136;7
32;0.000944;7
96;0.001455;7
64;0.001705;7
32;0.001655;7
96;0.0015;7
32;0.001371;7
96;0.001568;7
32;0.001614;7
96;0.002186;7
96;0.002182;7
32;0.001758;7
96;0.002227;7
32;0.001436;7
96;0.002133;7
96;0.002011;7
32;0.001783;7
96;0.002089;7
96;0.001983;7
96;0.002237;7
96;0.002036;7
96;0.002024;7
64;0.001706;7
96;0.001534;7
64;0.001523;7
96;0.001709;7
64;0.001006;7
96;0.0015;7
64;0.001564;7
96;0.001692;7
64;0.001429;7
64;0.000972;7
96;0.001477;7
64;0.000926;7
64;0.000786;7
64;0.000776;7
1;0.000313;8
64;0.000733;7
1;0.000294;8
1;0.000315;8
1;0.000291;8
1;0.000328;8
1;0.000297;8
1;0.000306;8
96;0.001104;7
1;0.000319;8
1;0.000301;8
1;0.000304;8
96;0.001766;7
96;0.00175;7
2;0.000413;8
96;0.000934;7
96;0.001162;7
2;0.000905;8
2;0.000803;8
96;0.001361;7
96;0.001114;7
1;0.000307;8
2;0.000691;8
2;0.001147;8
1;0.000301;8
96;0.001258;7
2;0.000756;8
1;0.000323;8
96;0.00099;7
1;0.000289;8
2;0.000982;8
2;0.000505;8
1;0.00046;8
1;0.000304;8
1;0.000288;8
1;0.000289;8
96;0.001421;7
1;0.000554;8
1;0.00029;8
2;0.001537;8
4;0.00126;8
2;0.000893;8
2;0.000819;8
2;0.000261;8
2;0.000357;8
4;0.000633;8
2;0.000581;8
4;0.000333;8
2;0.000526;8
4;0.000351;8
2;0.000355;8
4;0.000324;8
2;0.0003;8
4;0.000562;8
4;0.00026;8
2;0.000388;8
2;0.000742;8
4;0.000372;8
4;0.0007;8
1;0.000297;8
1;0.0003;8
2;0.000804;8
4;0.00038;8
1;0.00029;8
4;0.000783;8
1;0.00029;8
1;0.000291;8
1;0.00029;8
8;0.000549;8
4;0.000607;8
1;0.0003;8
8;0.000351;8
4;0.000406;8
1;0.000681;8
8;0.000509;8
4;0.000272;8
1;0.000342;8
8;0.000309;8
4;0.000423;8
1;0.00035;8
8;0.000451;8
4;0.001107;8
8;0.001061;8
4;0.001056;8
8;0.000583;8
2;0.000259;8
4;0.000352;8
8;0.000348;8
4;0.000378;8
8;0.000343;8
2;0.000369;8
2;0.000313;8
4;0.000379;8
8;0.000504;8
8;0.000434;8
2;0.000623;8
2;0.000943;8
8;0.000373;8
16;0.000525;8
2;0.000421;8
8;0.00039;8
2;0.000277;8
16;0.000335;8
8;0.000453;8
8;0.000351;8
16;0.000347;8
16;0.000493;8
2;0.00051;8
8;0.000281;8
2;0.000721;8
8;0.000263;8
16;0.000405;8
16;0.000341;8
8;0.000436;8
8;0.000542;8
16;0.000285;8
4;0.000274;8
16;0.000362;8
2;0.000895;8
8;0.000356;8
4;0.000541;8
16;0.000609;8
16;0.000465;8
16;0.000686;8
4;0.000366;8
4;0.000863;8
16;0.000525;8
16;0.000504;8
4;0.000584;8
32;0.000831;8
16;0.000787;8
4;0.000803;8
16;0.000726;8
32;0.000853;8
4;0.000361;8
32;0.00054;8
4;0.000428;8
16;0.00041;8
16;0.000506;8
32;0.000655;8
4;0.000569;8
32;0.000733;8
8;0.000239;8
16;0.0005;8
16;0.000471;8
32;0.000365;8
4;0.000554;8
16;0.000687;8
8;0.000705;8
32;0.000914;8
32;0.00085;8
32;0.000742;8
8;0.000643;8
32;0.000695;8
8;0.000785;8
32;0.00066;8
32;0.000818;8
8;0.000666;8
32;0.000819;8
8;0.000597;8
32;0.000822;8
32;0.000821;8
8;0.000774;8
8;0.000847;8
64;0.001211;8
64;0.000998;8
8;0.000829;8
32;0.001017;8
32;0.00104;8
64;0.000964;8
16;0.000412;8
64;0.000883;8
8;0.000721;8
32;0.000867;8
16;0.000595;8
32;0.000897;8
64;0.000901;8
16;0.000838;8
64;0.001118;8
32;0.001123;8
64;0.001429;8
16;0.000993;8
16;0.001257;8
64;0.001422;8
64;0.001327;8
16;0.000771;8
64;0.001018;8
16;0.000784;8
64;0.000986;8
16;0.00078;8
64;0.000988;8
64;0.000992;8
64;0.001035;8
16;0.001507;8
64;0.001657;8
32;0.001259;8
64;0.001317;8
16;0.000975;8
96;0.001863;8
32;0.001147;8
64;0.001631;8
96;0.001515;8
64;0.001142;8
32;0.001605;8
64;0.001757;8
96;0.001629;8
96;0.002091;8
32;0.001552;8
32;0.001211;8
96;0.001427;8
64;0.001707;8
96;0.00161;8
32;0.001289;8
32;0.001501;8
96;0.001909;8
96;0.002456;8
96;0.001966;8
32;0.001794;8
96;0.001432;8
96;0.001585;8
96;0.002194;8
96;0.002035;8
64;0.001959;8
32;0.001657;8
96;0.001955;8
96;0.001583;8
32;0.001267;8
64;0.001357;8
96;0.000999;8
64;0.00143;8
96;0.001655;8
64;0.001233;8
96;0.001231;8
96;0.002537;8
64;0.001348;8
64;0.000781;8
64;0.000989;8
96;0.001304;8
64;0.000777;8
96;0.000955;8
64;0.000992;8
96;0.000909;8
64;0.000802;8
96;0.001032;8
96;0.001141;8
96;0.001112;8
96;0.000738;8
96;0.000954;8
96;0.000768;8
96;0.000788;8
96;0.00082;8
1;0.001215;9
1;0.00115;9
1;0.001147;9
1;0.001153;9
1;0.001154;9
1;0.001144;9
1;0.002966;9
1;0.001144;9
1;0.002622;9
1;0.001175;9
1;0.00118;9
1;0.001143;9
1;0.001145;9
1;0.001593;9
1;0.001168;9
1;0.001159;9
1;0.001157;9
1;0.001598;9
1;0.0015;9
1;0.002382;9
1;0.003016;9
1;0.001146;9
1;0.001144;9
2;0.001647;9
2;0.001984;9
2;0.001114;9
2;0.001214;9
1;0.003144;9
2;0.001441;9
1;0.004587;9
2;0.002092;9
2;0.00266;9
2;0.001237;9
2;0.001595;9
2;0.002827;9
2;0.000992;9
2;0.001848;9
2;0.001337;9
1;0.001144;9
2;0.001915;9
2;0.002314;9
2;0.001556;9
4;0.001064;9
2;0.001004;9
2;0.002353;9
1;0.00196;9
4;0.00241;9
2;0.00281;9
4;0.00179;9
2;0.001985;9
4;0.00173;9
1;0.001981;9
2;0.001157;9
4;0.001222;9
4;0.001373;9
4;0.001507;9
4;0.0008;9
1;0.001246;9
2;0.002084;9
4;0.000703;9
4;0.002093;9
4;0.001088;9
2;0.003668;9
1;0.00223;9
4;0.00187;9
2;0.002206;9
4;0.001816;9
4;0.000983;9
4;0.000841;9
4;0.003328;9
8;0.001204;9
8;0.001079;9
4;0.001428;9
2;0.005109;9
8;0.001038;9
8;0.001255;9
8;0.001961;9
4;0.001486;9
8;0.000867;9
8;0.001315;9
4;0.000875;9
8;0.001044;9
8;0.001195;9
2;0.002672;9
4;0.001565;9
8;0.002053;9
4;0.001167;9
8;0.000869;9
8;0.001275;9
8;0.00235;9
4;0.002994;9
8;0.001931;9
8;0.001459;9
16;0.001998;9
2;0.003692;9
8;0.001902;9
8;0.001577;9
16;0.000883;9
16;0.001161;9
8;0.000856;9
16;0.001304;9
16;0.001159;9
16;0.000715;9
16;0.001722;9
8;0.00133;9
16;0.00103;9
4;0.00325;9
8;0.000937;9
16;0.001462;9
16;0.001161;9
16;0.000861;9
16;0.00082;9
16;0.002206;9
16;0.001367;9
32;0.000613;9
16;0.000979;9
2;0.008269;9
32;0.000987;9
16;0.000717;9
16;0.001515;9
32;0.000938;9
4;0.003431;9
32;0.001537;9
16;0.001379;9
32;0.001062;9
32;0.001343;9
16;0.000832;9
32;0.000933;9
32;0.001288;9
32;0.001418;9
32;0.001245;9
16;0.001304;9
32;0.001576;9
32;0.000622;9
4;0.003087;9
32;0.002253;9
32;0.001351;9
32;0.001004;9
2;0.007771;9
64;0.002074;9
32;0.001373;9
32;0.001157;9
32;0.00111;9
64;0.001008;9
8;0.002117;9
64;0.001302;9
8;0.001159;9
32;0.0015;9
64;0.000818;9
8;0.000645;9
2;0.00301;9
64;0.000807;9
8;0.000545;9
64;0.002352;9
64;0.002072;9
32;0.001122;9
64;0.000894;9
64;0.001727;9
8;0.002714;9
64;0.00244;9
16;0.000803;9
96;0.000868;9
64;0.001068;9
64;0.003152;9
16;0.001146;9
4;0.004327;9
64;0.001312;9
64;0.002004;9
96;0.000714;9
16;0.000859;9
64;0.001111;9
96;0.001638;9
4;0.002068;9
64;0.002091;9
64;0.002153;9
16;0.001442;9
96;0.001672;9
64;0.00124;9
4;0.002381;9
16;0.000793;9
64;0.002084;9
96;0.001693;9
96;0.001223;9
4;0.002107;9
32;0.00072;9
96;0.002359;9
64;0.002572;9
32;0.000754;9
4;0.00117;9
96;0.001866;9
96;0.00173;9
32;0.001466;9
32;0.000677;9
8;0.001125;9
32;0.000595;9
96;0.001514;9
96;0.001728;9
96;0.003137;9
64;0.000605;9
8;0.001197;9
8;0.001099;9
64;0.00152;9
96;0.002345;9
96;0.002477;9
96;0.001442;9
64;0.000799;9
8;0.000832;9
64;0.001252;9
8;0.001182;9
96;0.001701;9
16;0.000454;9
96;0.002242;9
64;0.001128;9
16;0.000482;9
16;0.000728;9
96;0.001104;9
96;0.001794;9
16;0.000631;9
96;0.001087;9
16;0.000907;9
96;0.001287;9
32;0.000594;9
96;0.002593;9
96;0.001111;9
32;0.000663;9
32;0.000372;9
96;0.001639;9
32;0.000729;9
96;0.001403;9
32;0.000767;9
64;0.000697;9
64;0.000849;9
64;0.001768;9
64;0.000662;9
64;0.000865;9
96;0.001101;9
96;0.000873;9
96;0.000774;9
96;0.00073;9
96;0.0007;9
1;0.007851;10
1;0.004861;10
1;0.006929;10
1;0.005757;10
1;0.007468;10
1;0.00614;10
1;0.009642;10
1;0.005114;10
1;0.011211;10
1;0.004862;10
1;0.004929;10
1;0.004868;10
1;0.011772;10
1;0.01268;10
1;0.007752;10
1;0.004855;10
1;0.006314;10
1;0.007097;10
1;0.006211;10
1;0.00469;10
1;0.008043;10
1;0.00478;10
1;0.004806;10
1;0.008077;10
1;0.008197;10
2;0.004701;10
1;0.005883;10
1;0.008016;10
1;0.006167;10
2;0.007282;10
1;0.00539;10
2;0.006573;10
1;0.005445;10
2;0.004276;10
2;0.01045;10
2;0.006921;10
2;0.007001;10
2;0.006301;10
2;0.0078;10
2;0.006086;10
2;0.005234;10
2;0.005572;10
2;0.007035;10
2;0.003728;10
2;0.004639;10
2;0.007179;10
2;0.009354;10
2;0.006391;10
2;0.00613;10
2;0.006423;10
2;0.006974;10
2;0.010915;10
2;0.010508;10
4;0.007086;10
2;0.00919;10
2;0.004305;10
4;0.005963;10
2;0.009961;10
4;0.005137;10
2;0.009059;10
2;0.006891;10
4;0.002587;10
2;0.009972;10
4;0.009478;10
2;0.009902;10
4;0.005889;10
4;0.008177;10
4;0.006846;10
4;0.007425;10
4;0.004059;10
4;0.009135;10
4;0.004113;10
4;0.008181;10
4;0.006455;10
4;0.004058;10
4;0.006383;10
4;0.007453;10
8;0.006383;10
4;0.008186;10
4;0.007726;10
4;0.006629;10
8;0.0042;10
4;0.006888;10
4;0.00573;10
8;0.004398;10
4;0.007223;10
8;0.005519;10
4;0.007632;10
4;0.004796;10
4;0.003359;10
8;0.0028;10
8;0.005068;10
4;0.003455;10
4;0.004845;10
4;0.0075;10
8;0.003991;10
8;0.004798;10
8;0.003536;10
4;0.005813;10
16;0.004442;10
8;0.00511;10
8;0.00471;10
16;0.004903;10
8;0.003572;10
8;0.004671;10
8;0.004654;10
8;0.014564;10
8;0.003872;10
16;0.005193;10
8;0.008484;10
8;0.004228;10
8;0.003524;10
8;0.005509;10
16;0.005989;10
8;0.00568;10
8;0.004434;10
8;0.011084;10
8;0.003166;10
16;0.004956;10
8;0.008271;10
32;0.001564;10
16;0.010734;10
16;0.006397;10
16;0.007644;10
8;0.006277;10
16;0.002376;10
32;0.007438;10
8;0.014555;10
16;0.007384;10
16;0.005258;10
16;0.003498;10
8;0.011048;10
32;0.0064;10
16;0.004378;10
16;0.004858;10
16;0.007346;10
8;0.006463;10
16;0.005531;10
32;0.007317;10
16;0.005895;10
16;0.005929;10
16;0.002225;10
16;0.002297;10
16;0.00494;10
32;0.00595;10
16;0.008986;10
8;0.012405;10
32;0.00425;10
16;0.004398;10
32;0.007571;10
32;0.005807;10
16;0.006067;10
16;0.00859;10
64;0.008716;10
32;0.004941;10
32;0.015234;10
16;0.00436;10
16;0.004924;10
32;0.01131;10
64;0.011144;10
32;0.006272;10
32;0.006523;10
16;0.006121;10
32;0.006231;10
32;0.007195;10
32;0.007331;10
64;0.008315;10
16;0.007084;10
32;0.00247;10
32;0.00798;10
32;0.005925;10
32;0.007347;10
32;0.010284;10
64;0.002895;10
16;0.013427;10
32;0.001715;10
64;0.003889;10
32;0.004198;10
64;0.012225;10
64;0.002649;10
32;0.002668;10
32;0.005606;10
64;0.002032;10
32;0.001945;10
64;0.002041;10
64;0.003927;10
32;0.002397;10
64;0.002688;10
64;0.002471;10
64;0.003338;10
64;0.007485;10
64;0.001905;10
64;0.005534;10
32;0.004226;10
64;0.005385;10
64;0.003159;10
96;0.002648;10
32;0.003497;10
96;0.007224;10
64;0.002395;10
32;0.008066;10
64;0.00878;10
96;0.002118;10
64;0.002559;10
96;0.009757;10
64;0.007482;10
96;0.005961;10
64;0.001451;10
96;0.009871;10
64;0.002361;10
96;0.004075;10
64;0.005018;10
64;0.003171;10
64;0.001841;10
96;0.003337;10
64;0.003394;10
64;0.00695;10
96;0.010214;10
96;0.001801;10
96;0.015022;10
96;0.00574;10
96;0.002511;10
96;0.008544;10
64;0.014362;10
96;0.00236;10
96;0.002041;10
96;0.00404;10
96;0.004812;10
96;0.004586;10
96;0.003918;10
96;0.004325;10
96;0.003175;10
96;0.002247;10
96;0.002681;10
96;0.004231;10
96;0.00251;10
96;0.003445;10
96;0.002788;10
96;0.003534;10
96;0.003838;10
1;0.032221;11
1;0.035306;11
1;0.044177;11
1;0.025043;11
1;0.032802;11
1;0.040227;11
1;0.030518;11
1;0.045412;11
1;0.024798;11
1;0.030221;11
1;0.028794;11
1;0.03634;11
1;0.041612;11
1;0.02769;11
1;0.034187;11
1;0.038167;11
1;0.022863;11
1;0.025097;11
1;0.020665;11
1;0.037825;11
1;0.032187;11
1;0.024013;11
1;0.060499;11
1;0.054047;11
2;0.023653;11
1;0.053705;11
1;0.025779;11
2;0.028861;11
1;0.037887;11
1;0.044985;11
2;0.026452;11
2;0.027003;11
1;0.051439;11
2;0.024383;11
2;0.029755;11
1;0.039934;11
2;0.037683;11
2;0.02895;11
2;0.047119;11
2;0.04548;11
2;0.040255;11
2;0.040462;11
2;0.019313;11
2;0.030601;11
2;0.046226;11
2;0.028785;11
2;0.04145;11
2;0.039636;11
4;0.017595;11
2;0.032352;11
2;0.04189;11
2;0.060076;11
4;0.022678;11
2;0.043765;11
2;0.038328;11
4;0.020804;11
2;0.057644;11
2;0.028505;11
4;0.031784;11
4;0.023675;11
2;0.048455;11
2;0.037799;11
4;0.014274;11
4;0.012661;11
4;0.021899;11
2;0.0727;11
2;0.030792;11
4;0.023539;11
4;0.015127;11
4;0.028107;11
2;0.066088;11
4;0.022558;11
8;0.013123;11
4;0.035386;11
4;0.02917;11
4;0.040433;11
8;0.014026;11
4;0.022578;11
4;0.047246;11
8;0.028174;11
4;0.038558;11
8;0.015137;11
4;0.030982;11
8;0.021004;11
8;0.015325;11
4;0.034762;11
4;0.030794;11
4;0.039346;11
8;0.018048;11
4;0.018953;11
8;0.027153;11
4;0.047584;11
4;0.0404;11
8;0.021146;11
4;0.135308;11
4;0.035597;11
16;0.024642;11
4;0.038585;11
8;0.037504;11
4;0.041359;11
16;0.027973;11
8;0.017979;11
8;0.036516;11
4;0.04727;11
16;0.047399;11
8;0.02848;11
16;0.02768;11
8;0.027936;11
8;0.067034;11
16;0.018061;11
8;0.019601;11
8;0.016855;11
8;0.031065;11
16;0.037033;11
16;0.020659;11
8;0.024404;11
8;0.026212;11
8;0.028903;11
16;0.032436;11
32;0.008848;11
8;0.01448;11
8;0.040273;11
32;0.007915;11
16;0.018307;11
8;0.027243;11
8;0.043523;11
8;0.022906;11
16;0.020513;11
8;0.028847;11
32;0.021613;11
16;0.015553;11
32;0.019851;11
8;0.048541;11
16;0.01634;11
8;0.046506;11
32;0.023202;11
16;0.032214;11
16;0.018444;11
32;0.013638;11
16;0.017077;11
32;0.01853;11
16;0.016623;11
8;0.048967;11
64;0.021414;11
16;0.027431;11
16;0.027562;11
16;0.015418;11
64;0.024162;11
32;0.026489;11
16;0.029509;11
16;0.022154;11
16;0.015393;11
16;0.04103;11
64;0.020151;11
32;0.023264;11
16;0.017572;11
32;0.014234;11
16;0.028093;11
16;0.013809;11
32;0.019444;11
64;0.013771;11
32;0.030226;11
16;0.023472;11
32;0.028878;11
16;0.057843;11
64;0.010222;11
32;0.02227;11
32;0.023154;11
96;0.00867;11
64;0.035965;11
32;0.055724;11
32;0.017499;11
96;0.008986;11
32;0.026304;11
16;0.045792;11
32;0.023937;11
64;0.035732;11
32;0.023635;11
96;0.013955;11
32;0.020903;11
16;0.035257;11
96;0.018095;11
64;0.028656;11
32;0.031057;11
32;0.032731;11
64;0.01804;11
32;0.02447;11
64;0.016178;11
32;0.022721;11
64;0.010024;11
96;0.037392;11
64;0.019229;11
64;0.027392;11
64;0.027573;11
32;0.039053;11
64;0.015485;11
64;0.040065;11
32;0.022431;11
32;0.035781;11
96;0.010523;11
64;0.01654;11
32;0.015874;11
64;0.01829;11
64;0.01011;11
96;0.013882;11
64;0.017437;11
32;0.023355;11
64;0.025092;11
96;0.024053;11
96;0.013428;11
64;0.043468;11
64;0.01912;11
96;0.014711;11
96;0.01104;11
64;0.010512;11
96;0.013665;11
64;0.015348;11
64;0.019983;11
96;0.007386;11
64;0.023346;11
96;0.016206;11
96;0.026991;11
64;0.018813;11
96;0.026035;11
64;0.029745;11
96;0.013814;11
64;0.034711;11
96;0.024034;11
96;0.035105;11
96;0.045378;11
96;0.01402;11
96;0.031575;11
96;0.025228;11
96;0.012041;11
96;0.026494;11
96;0.012584;11
96;0.013702;11
96;0.01354;11
96;0.018941;11
96;0.009407;11
1;0.213652;12
1;0.175555;12
1;0.220987;12
1;0.206738;12
1;0.216145;12
1;0.197292;12
1;0.222575;12
1;0.235241;12
1;0.209072;12
1;0.277349;12
1;0.253834;12
1;0.247504;12
1;0.270742;12
1;0.280956;12
1;0.266698;12
1;0.239782;12
1;0.268684;12
1;0.209194;12
1;0.199183;12
1;0.204143;12
1;0.223242;12
1;0.194584;12
1;0.21202;12
1;0.175728;12
1;0.216359;12
1;0.197756;12
1;0.222748;12
1;0.265653;12
1;0.300725;12
1;0.318621;12
2;0.261969;12
2;0.250214;12
2;0.286443;12
2;0.199241;12
2;0.206258;12
2;0.125016;12
2;0.205221;12
2;0.26298;12
2;0.166392;12
2;0.262327;12
2;0.17647;12
2;0.254753;12
2;0.218748;12
2;0.181861;12
2;0.140726;12
2;0.192756;12
2;0.191736;12
2;0.187618;12
2;0.253;12
2;0.152617;12
2;0.172829;12
2;0.190838;12
2;0.212426;12
2;0.216398;12
4;0.114655;12
2;0.260072;12
2;0.227037;12
2;0.233773;12
2;0.236049;12
2;0.302757;12
4;0.246388;12
2;0.367007;12
4;0.218044;12
4;0.261583;12
4;0.261613;12
4;0.199275;12
4;0.423746;12
4;0.199286;12
4;0.160147;12
4;0.196694;12
4;0.22038;12
4;0.154786;12
4;0.274174;12
4;0.173929;12
4;0.173381;12
4;0.257883;12
4;0.236845;12
4;0.282278;12
4;0.207502;12
4;0.224036;12
4;0.273306;12
4;0.189718;12
4;0.277035;12
4;0.290349;12
8;0.294781;12
4;0.392231;12
4;0.374301;12
4;0.497222;12
4;0.410659;12
8;0.344351;12
4;0.47799;12
8;0.606383;12
8;0.763232;12
8;0.466795;12
8;0.151658;12
4;0.881626;12
8;0.108399;12
8;0.152612;12
8;0.212035;12
8;0.187936;12
8;0.215624;12
8;0.196961;12
8;0.219266;12
8;0.186212;12
8;0.152655;12
8;0.231471;12
8;0.180047;12
8;0.149714;12
8;0.11126;12
8;0.150068;12
8;0.217194;12
8;0.210177;12
8;0.141576;12
16;0.080482;12
8;0.132968;12
8;0.206506;12
8;0.212492;12
16;0.072702;12
8;0.238874;12
16;0.115308;12
8;0.093337;12
16;0.316499;12
8;0.373994;12
16;0.311108;12
16;0.120868;12
16;0.101729;12
16;0.051364;12
16;0.175134;12
16;0.120563;12
8;0.188923;12
16;0.092529;12
16;0.085146;12
16;0.170374;12
16;0.123615;12
16;0.153507;12
16;0.104504;12
16;0.120471;12
16;0.218088;12
16;0.225185;12
16;0.160735;12
32;0.139124;12
16;0.152461;12
16;0.128183;12
32;0.074646;12
16;0.150409;12
16;0.129242;12
16;0.084643;12
16;0.269615;12
16;0.189387;12
32;0.038773;12
32;0.197884;12
32;0.041945;12
16;0.188774;12
32;0.060102;12
32;0.163336;12
32;0.199304;12
32;0.132396;12
16;0.134226;12
32;0.053605;12
32;0.056665;12
32;0.09628;12
32;0.103259;12
32;0.179457;12
32;0.056146;12
16;0.172911;12
32;0.073747;12
64;0.142181;12
32;0.214787;12
32;0.132229;12
32;0.252314;12
32;0.090294;12
32;0.152423;12
32;0.07394;12
64;0.047926;12
64;0.042551;12
64;0.080322;12
32;0.158347;12
32;0.211636;12
32;0.241862;12
32;0.121069;12
64;0.224021;12
64;0.210005;12
32;0.100656;12
32;0.105868;12
64;0.066495;12
64;0.035173;12
64;0.1095;12
64;0.227377;12
64;0.120102;12
32;0.108339;12
64;0.039627;12
64;0.068464;12
64;0.175461;12
64;0.164453;12
64;0.147521;12
64;0.041956;12
96;0.076938;12
32;0.132443;12
64;0.134486;12
64;0.133629;12
96;0.120857;12
64;0.131355;12
64;0.133253;12
64;0.160295;12
64;0.212292;12
64;0.261489;12
64;0.244544;12
96;0.222588;12
96;0.036737;12
96;0.174438;12
96;0.141918;12
96;0.162812;12
64;0.078033;12
64;0.183374;12
96;0.059217;12
96;0.127175;12
96;0.14799;12
96;0.177559;12
64;0.140921;12
96;0.057915;12
96;0.041972;12
96;0.118871;12
96;0.057802;12
64;0.044259;12
96;0.073063;12
96;0.111344;12
96;0.062393;12
96;0.048164;12
64;0.113899;12
96;0.071197;12
96;0.118582;12
96;0.052536;12
96;0.05732;12
96;0.077664;12
96;0.0446;12
96;0.06476;12
96;0.095945;12
96;0.06801;12
96;0.056534;12
96;0.055781;12
1;2.00002e-06;4
1;2.00002e-06;4
1;1.00001e-06;4
1;3.00002e-06;4
1;2.00002e-06;4
1;2.00002e-06;4
1;2.99979e-06;4
1;1.00001e-06;4
1;1.49999e-05;4
1;2.00002e-06;4
1;1.00001e-06;4
1;2.00002e-06;4
1;2.00002e-06;4
1;1.00001e-05;4
1;2.00002e-06;4
1;2.00002e-06;4
1;2.00002e-06;4
1;1.60001e-05;4
1;2.00002e-06;4
1;1.00001e-06;4
1;9.99775e-07;4
1;1.89999e-05;4
1;1.00001e-06;4
1;1.00001e-06;4
1;3.9998e-06;4
1;2.00002e-06;4
1;2.00002e-06;4
1;2.40002e-05;4
1;1.00001e-06;4
1;2.00002e-06;4
2;0.000104;4
2;0.000102;4
2;9.90001e-05;4
2;0.00013;4
2;0.00017;4
2;0.000141;4
2;0.000102;4
2;9.1e-05;4
