time(s);mPow_size
2e-06;4
1.00001e-06;4
9.99993e-07;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.5e-05;4
5.00001e-06;4
2.99999e-06;4
1.00001e-06;4
9.99993e-07;4
2e-06;4
4e-06;4
3.99999e-06;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
4e-06;4
2.99999e-06;4
1.00001e-06;4
2e-06;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
0.000297;4
4e-06;4
4e-06;4
1.00001e-06;4
1.00001e-06;4
9.99993e-07;4
1.99999e-06;4
2e-06;4
1.00001e-06;4
2e-06;4
4e-06;4
2.99999e-06;4
2.99999e-06;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
2e-06;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
2e-06;4
9.99993e-07;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
1.00001e-06;4
9.99993e-07;4
9.99993e-07;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
9.99993e-07;2
0;2
0;2
1.00001e-06;2
0;2
9.99993e-07;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
9.99993e-07;2
0;2
9.99993e-07;2
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
9.99993e-07;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
9.99993e-07;2
9.99993e-07;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
9.99993e-07;2
0;2
9.99993e-07;2
9.99993e-07;2
9.99993e-07;2
0;2
0;2
0;2
9.99993e-07;2
0;2
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
9.99979e-07;2
0;2
0;2
0;2
0;2
0.165198;12
0.173009;12
0.165073;12
0.173662;12
0.197174;12
1.00001e-06;4
1.00001e-06;4
2.00002e-06;4
1.00001e-06;4
1.00001e-06;4
1.3e-05;5
1.3e-05;5
1.4e-05;5
2.1e-05;5
4.99998e-06;5
1.8e-05;6
1.9e-05;6
1.9e-05;6
1.9e-05;6
0.000665;6
0.000227;7
0.000208;7
0.000218;7
0.000205;7
0.000203;7
0.216481;12
0.153512;12
0.145046;12
0.164558;12
0.186567;12
0.184858;12
0.159609;12
0.199866;12
0.152771;12
0.17397;12
0.134365;12
0.138425;12
0.139925;12
0.139857;12
0.15158;12
0.133978;12
0.142583;12
0.128445;12
0.129296;12
0.156178;12
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
9.99979e-07;4
2.00002e-06;4
1.00001e-06;4
9.99979e-07;4
1.00001e-06;4
1.00001e-06;4
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
1.99999e-06;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
0;2
0;2
9.99979e-07;2
1.00001e-06;2
0.374839;12
0.373337;12
0.373062;12
0.373948;12
0.37631;12
0.378227;12
0.377262;12
0.372927;12
0.374266;12
0.372508;12
0.380709;12
0.381937;12
0.382571;12
0.387105;12
0.393828;12
0.841781;12
0.766205;12
0.705382;12
0.657021;12
0.752059;12
0.277907;12
0.247295;12
0.245949;12
0.244964;12
0.245031;12
0.348083;12
0.310227;12
0.307487;12
0.305752;12
0.345889;12
0.331613;12
0.29734;12
0.295342;12
0.294475;12
0.297225;12
0.28504;12
0.287277;12
0.303631;12
0.309698;12
0.337246;12
0.274323;12
0.24396;12
0.243444;12
0.243141;12
0.242688;12
4.77955e-06;4
6.47083e-06;4
6.21006e-06;4
5.96046e-06;4
6.04615e-06;4
2.90498e-05;5
2.92994e-05;5
2.92473e-05;5
2.90126e-05;5
4.1049e-05;5
0.000101268;6
0.00010154;6
0.000101209;6
0.000101451;6
0.000101179;6
0.000208847;7
0.000200491;7
0.000200454;7
0.000200059;7
0.000200182;7
0.000610262;8
0.00055657;8
0.000549916;8
0.000544239;8
0.000550073;8
0.00256456;9
0.0024958;9
0.00249758;9
0.00249486;9
0.00248904;9
0.0117564;10
0.0106802;10
0.0103722;10
0.0103669;10
0.0103585;10
0.0652725;11
0.0595619;11
0.0517122;11
0.0490945;11
0.0478933;11
0.288828;12
0.258864;12
0.256881;12
0.255623;12
0.253378;12
1.75498e-05;5
1.72108e-05;5
1.6924e-05;5
1.70246e-05;5
1.70395e-05;5
5.87888e-05;6
6.98976e-05;6
5.85616e-05;6
5.85318e-05;6
5.87739e-05;6
0.000134237;7
0.000133861;7
0.000133585;7
0.000133626;7
0.000141852;7
0.00056006;8
0.000557352;8
0.000555415;8
0.000546575;8
0.000543538;8
0.00254278;9
0.00249358;9
0.00249149;9
0.00248988;9
0.00248951;9
0.0117933;10
0.0106288;10
0.0103592;10
0.0103596;10
0.0103624;10
0.0658687;11
0.06037;11
0.0528513;11
0.0508582;11
0.0496445;11
0.296512;12
0.265505;12
0.264445;12
0.26102;12
0.258616;12
4.7572e-05;6
4.71957e-05;6
4.65624e-05;6
4.67114e-05;6
4.66071e-05;6
0.000151359;7
0.000137281;7
0.000163049;7
0.00013705;7
0.00013281;7
0.000590302;8
0.00057539;8
0.000556778;8
0.000565086;8
0.000569828;8
0.00263248;9
0.00253918;9
0.00250731;9
0.0025159;9
0.00250857;9
0.0144626;10
0.0132837;10
0.0113208;10
0.0113106;10
0.0113074;10
0.0662814;11
0.0645408;11
0.0564868;11
0.0509086;11
0.0501213;11
0.368795;12
0.363248;12
0.276029;12
0.274776;12
0.274204;12
4.2133e-06;4
3.97116e-06;4
7.84174e-06;4
7.92369e-06;4
7.92369e-06;4
2.89865e-05;5
2.87816e-05;5
2.89232e-05;5
2.86959e-05;5
2.90386e-05;5
0.000112325;6
0.000112407;6
0.00011218;6
0.00011231;6
0.000112068;6
0.000221115;7
0.000370529;7
0.000451233;7
0.000220306;7
0.000440042;7
0.000555873;8
0.000525162;8
0.000748027;8
0.000727627;8
0.00147868;8
0.00241539;9
0.00295299;9
0.00292989;9
0.0038856;9
0.00428286;9
0.0102873;10
0.00983604;10
0.00981823;10
0.00986467;10
0.0097972;10
0.0587459;11
0.0537499;11
0.0482703;11
0.0464548;11
0.0460933;11
0.276576;12
0.250045;12
0.247856;12
0.24699;12
0.245992;12
