time(s);mPow_size
2e-06;4
1.00001e-06;4
9.99993e-07;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.5e-05;4
5.00001e-06;4
2.99999e-06;4
1.00001e-06;4
9.99993e-07;4
2e-06;4
4e-06;4
3.99999e-06;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
4e-06;4
2.99999e-06;4
1.00001e-06;4
2e-06;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
0.000297;4
4e-06;4
4e-06;4
1.00001e-06;4
1.00001e-06;4
9.99993e-07;4
1.99999e-06;4
2e-06;4
1.00001e-06;4
2e-06;4
4e-06;4
2.99999e-06;4
2.99999e-06;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
2e-06;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
2e-06;4
9.99993e-07;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
1.00001e-06;4
9.99993e-07;4
9.99993e-07;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
9.99993e-07;2
0;2
0;2
1.00001e-06;2
0;2
9.99993e-07;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
9.99993e-07;2
0;2
9.99993e-07;2
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
9.99993e-07;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
9.99993e-07;2
9.99993e-07;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
9.99993e-07;2
0;2
9.99993e-07;2
9.99993e-07;2
9.99993e-07;2
0;2
0;2
0;2
9.99993e-07;2
0;2
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
9.99979e-07;2
0;2
0;2
0;2
0;2
0.165198;12
0.173009;12
0.165073;12
0.173662;12
0.197174;12
1.00001e-06;4
1.00001e-06;4
2.00002e-06;4
1.00001e-06;4
1.00001e-06;4
1.3e-05;5
1.3e-05;5
1.4e-05;5
2.1e-05;5
4.99998e-06;5
1.8e-05;6
1.9e-05;6
1.9e-05;6
1.9e-05;6
0.000665;6
0.000227;7
0.000208;7
0.000218;7
0.000205;7
0.000203;7
0.216481;12
0.153512;12
0.145046;12
0.164558;12
0.186567;12
0.184858;12
0.159609;12
0.199866;12
0.152771;12
0.17397;12
0.134365;12
0.138425;12
0.139925;12
0.139857;12
0.15158;12
0.133978;12
0.142583;12
0.128445;12
0.129296;12
0.156178;12
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
9.99979e-07;4
2.00002e-06;4
1.00001e-06;4
9.99979e-07;4
1.00001e-06;4
1.00001e-06;4
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
1.99999e-06;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
0;2
0;2
9.99979e-07;2
1.00001e-06;2
9.99979e-07;4
1.00001e-06;4
1.00001e-06;4
4e-06;4
4e-06;4
1.2e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
8.8e-05;6
5e-05;6
1.9e-05;6
1.9e-05;6
1.9e-05;6
0.000224;7
0.0002;7
0.000199;7
0.000254;7
0.000199;7
0.000332;8
0.000329;8
0.000331;8
0.000339;8
0.000379;8
0.006599;9
0.00661;9
0.002816;9
0.005112;9
0.003425;9
4e-06;4
2.00002e-06;4
1.99999e-06;4
1.00001e-06;4
9.99979e-07;4
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
2e-05;6
2e-05;6
2e-05;6
2e-05;6
2e-05;6
7.9e-05;7
7.9e-05;7
7.8e-05;7
7.8e-05;7
7.8e-05;7
0.000355;8
0.000354;8
0.000353;8
0.000355;8
0.000354;8
0.001362;9
0.003968;9
0.001352;9
0.001346;9
0.001341;9
0.005319;10
0.018008;10
0.005397;10
0.013468;10
0.007727;10
0.052427;11
0.034818;11
0.046745;11
0.043934;11
0.029778;11
0.286009;12
0.318591;12
0.294532;12
0.297407;12
0.302042;12
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.99999e-06;4
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
2.1e-05;6
2.1e-05;6
2.2e-05;6
2.1e-05;6
2.2e-05;6
0.000335;7
0.00022;7
0.000327;7
0.000109;7
0.000102;7
0.000403;8
0.000411;8
0.000411;8
0.000421;8
0.000412;8
0.004909;9
0.003663;9
0.003098;9
0.003367;9
0.005305;9
0.00947;10
0.011598;10
0.008285;10
0.005814;10
0.005819;10
0.065209;11
0.04133;11
0.045858;11
0.044202;11
0.0749;11
0.29965;12
0.322171;12
0.272808;12
0.316914;12
0.300194;12
3.99997e-06;4
2.99996e-06;4
2.00002e-06;4
2.00002e-06;4
2.00002e-06;4
7e-06;5
8e-06;5
7e-06;5
7e-06;5
7e-06;5
2.9e-05;6
2.8e-05;6
2.8e-05;6
2.9e-05;6
2.9e-05;6
0.000115;7
0.000113;7
0.000111;7
0.00011;7
0.000111;7
0.000511;8
0.000506;8
0.000505;8
0.000505;8
0.000505;8
0.00205;9
0.001974;9
0.001947;9
0.001953;9
0.001965;9
0.017746;10
0.009225;10
0.014692;10
0.007121;10
0.007288;10
0.041895;11
0.038904;11
0.061727;11
0.052873;11
0.04183;11
0.286201;12
0.3052;12
0.297593;12
0.359653;12
0.291905;12
2.00002e-06;4
1.00001e-06;4
2.00002e-06;4
2.00002e-06;4
1.00001e-06;4
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
2.5e-05;6
2.6e-05;6
2.5e-05;6
2.5e-05;6
2.5e-05;6
0.000111;7
0.000111;7
0.00011;7
0.00011;7
0.000291;7
0.000502;8
0.000503;8
0.000504;8
0.000501;8
0.000502;8
0.006974;9
0.004596;9
0.003597;9
0.012692;9
0.003482;9
0.019205;10
0.0236;10
0.007677;10
0.015146;10
0.024062;10
0.070658;11
0.078775;11
0.062587;11
0.065165;11
0.082817;11
0.481602;12
0.451495;12
0.499712;12
0.503756;12
0.495366;12
2.99996e-06;4
1.99996e-06;4
1.99996e-06;4
2.00002e-06;4
1.00001e-06;4
5.99999e-06;5
7e-06;5
6.00005e-06;5
7e-06;5
5.99999e-06;5
5e-05;6
9.5e-05;6
5.1e-05;6
0.000191;6
5e-05;6
0.00023;7
0.000204;7
0.001907;7
0.000224;7
0.000203;7
0.000862;8
0.000507;8
0.000502;8
0.000502;8
0.0005;8
0.001783;9
0.004022;9
0.043358;9
0.008155;9
0.001716;9
0.033045;10
0.024012;10
0.013592;10
0.036075;10
3.00002e-06;4
3.99997e-06;4
3.00002e-06;4
2.99996e-06;4
3.99997e-06;4
7e-06;5
7e-06;5
5.99999e-06;5
1.6e-05;5
7e-06;5
5e-05;6
5e-05;6
5.1e-05;6
5e-05;6
5.1e-05;6
0.000203;7
0.000203;7
0.000203;7
0.000203;7
0.000203;7
0.000451;8
0.000449;8
0.000449;8
0.00045;8
0.000449;8
0.001668;9
0.001658;9
0.002071;9
0.001663;9
0.001659;9
0.023209;10
0.032331;10
0.032647;10
0.043009;10
0.022283;10
0.081289;11
0.074572;11
0.102641;11
0.073818;11
0.075383;11
0.455218;12
0.468473;12
0.412762;12
0.489326;12
0.435985;12
