time(s);mPow_size
2e-06;4
1.00001e-06;4
9.99993e-07;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.5e-05;4
5.00001e-06;4
2.99999e-06;4
1.00001e-06;4
9.99993e-07;4
2e-06;4
4e-06;4
3.99999e-06;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
4e-06;4
2.99999e-06;4
1.00001e-06;4
2e-06;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
0.000297;4
4e-06;4
4e-06;4
1.00001e-06;4
1.00001e-06;4
9.99993e-07;4
1.99999e-06;4
2e-06;4
1.00001e-06;4
2e-06;4
4e-06;4
2.99999e-06;4
2.99999e-06;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
2e-06;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
2e-06;4
9.99993e-07;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
1.00001e-06;4
9.99993e-07;4
9.99993e-07;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
2e-06;4
9.99993e-07;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
1.00001e-06;4
2e-06;4
1.00001e-06;4
9.99993e-07;4
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
9.99993e-07;2
0;2
0;2
1.00001e-06;2
0;2
9.99993e-07;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
9.99993e-07;2
0;2
9.99993e-07;2
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
9.99993e-07;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
9.99993e-07;2
9.99993e-07;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
9.99993e-07;2
0;2
9.99993e-07;2
9.99993e-07;2
9.99993e-07;2
0;2
0;2
0;2
9.99993e-07;2
0;2
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
9.99979e-07;2
0;2
0;2
0;2
0;2
0.165198;12
0.173009;12
0.165073;12
0.173662;12
0.197174;12
1.00001e-06;4
1.00001e-06;4
2.00002e-06;4
1.00001e-06;4
1.00001e-06;4
1.3e-05;5
1.3e-05;5
1.4e-05;5
2.1e-05;5
4.99998e-06;5
1.8e-05;6
1.9e-05;6
1.9e-05;6
1.9e-05;6
0.000665;6
0.000227;7
0.000208;7
0.000218;7
0.000205;7
0.000203;7
0.216481;12
0.153512;12
0.145046;12
0.164558;12
0.186567;12
0.184858;12
0.159609;12
0.199866;12
0.152771;12
0.17397;12
0.134365;12
0.138425;12
0.139925;12
0.139857;12
0.15158;12
0.133978;12
0.142583;12
0.128445;12
0.129296;12
0.156178;12
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
9.99979e-07;4
2.00002e-06;4
1.00001e-06;4
9.99979e-07;4
1.00001e-06;4
1.00001e-06;4
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
1.99999e-06;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
0;2
1.00001e-06;2
0;2
0;2
0;2
9.99979e-07;2
1.00001e-06;2
9.99979e-07;4
1.00001e-06;4
1.00001e-06;4
4e-06;4
4e-06;4
1.2e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
8.8e-05;6
5e-05;6
1.9e-05;6
1.9e-05;6
1.9e-05;6
0.000224;7
0.0002;7
0.000199;7
0.000254;7
0.000199;7
0.000332;8
0.000329;8
0.000331;8
0.000339;8
0.000379;8
0.006599;9
0.00661;9
0.002816;9
0.005112;9
0.003425;9
4e-06;4
2.00002e-06;4
1.99999e-06;4
1.00001e-06;4
9.99979e-07;4
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
2e-05;6
2e-05;6
2e-05;6
2e-05;6
2e-05;6
7.9e-05;7
7.9e-05;7
7.8e-05;7
7.8e-05;7
7.8e-05;7
0.000355;8
0.000354;8
0.000353;8
0.000355;8
0.000354;8
0.001362;9
0.003968;9
0.001352;9
0.001346;9
0.001341;9
0.005319;10
0.018008;10
0.005397;10
0.013468;10
0.007727;10
0.052427;11
0.034818;11
0.046745;11
0.043934;11
0.029778;11
0.286009;12
0.318591;12
0.294532;12
0.297407;12
0.302042;12
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.00001e-06;4
1.99999e-06;4
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
1.3e-05;5
2.1e-05;6
2.1e-05;6
2.2e-05;6
2.1e-05;6
2.2e-05;6
0.000335;7
0.00022;7
0.000327;7
0.000109;7
0.000102;7
0.000403;8
0.000411;8
0.000411;8
0.000421;8
0.000412;8
0.004909;9
0.003663;9
0.003098;9
0.003367;9
0.005305;9
0.00947;10
0.011598;10
0.008285;10
0.005814;10
0.005819;10
0.065209;11
0.04133;11
0.045858;11
0.044202;11
0.0749;11
0.29965;12
0.322171;12
0.272808;12
0.316914;12
0.300194;12
2.99996e-06;4
2.99996e-06;4
1.99996e-06;4
1.99996e-06;4
5.00004e-06;4
8e-06;5
7e-06;5
0.000127;5
1.3e-05;5
1.3e-05;5
5e-05;6
2.9e-05;6
2.9e-05;6
2.8e-05;6
2.9e-05;6
0.000111;7
0.000111;7
0.00011;7
0.000111;7
0.00011;7
0.000503;8
0.000502;8
0.000501;8
0.000502;8
0.000503;8
0.001912;9
0.001924;9
0.001909;9
0.003049;9
0.001924;9
0.017232;10
0.009722;10
0.011451;10
0.01011;10
0.012179;10
0.069326;11
0.052759;11
0.080481;11
0.057423;11
0.062584;11
0.321557;12
0.335648;12
0.356589;12
0.377025;12
0.345721;12
3.99997e-06;4
3.00002e-06;4
3.00002e-06;4
2.00002e-06;4
0.000218;4
9.00001e-06;5
8.99995e-06;5
9.00001e-06;5
8e-06;5
8e-06;5
4.4e-05;6
3.2e-05;6
3.3e-05;6
3.2e-05;6
4.2e-05;6
0.000202;7
0.000571;7
0.000203;7
0.000202;7
0.000202;7
0.000549;8
0.000547;8
0.000548;8
0.000548;8
0.000547;8
0.003574;9
0.003522;9
0.003323;9
0.003156;9
0.002474;9
0.016684;10
0.028052;10
0.026263;10
0.014815;10
0.015238;10
0.08498;11
0.079363;11
0.090021;11
0.097672;11
0.080533;11
0.50709;12
0.512334;12
0.574166;12
0.553572;12
0.54842;12
0.134877;12
0.14103;12
0.148333;12
0.149046;12
0.131128;12
0.137087;12
0.145325;12
0.147394;12
0.147691;12
0.147501;12
0.136783;12
0.143085;12
0.147832;12
0.148134;12
0.150193;12
0.135478;12
0.148012;12
0.1486;12
0.148781;12
0.149231;12
0.137591;12
0.145356;12
0.13756;12
0.184864;12
0.159601;12
